Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Casualty,January  ,NORTH VANCOUVER,2020,1,49.330404,-123.088327
E 29TH ST & WILLIAM AVE,Casualty,January  ,NORTH VANCOUVER,2020,1,49.335544,-123.050449
E 29TH ST & LONSDALE AVE & W 29TH ST,Casualty,January  ,NORTH VANCOUVER,2020,1,49.335657,-123.07201
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,January  ,NORTH VANCOUVER,2020,1,49.337044,-123.038214
AINTREE DR & RIDGEWOOD DR,Casualty,January  ,NORTH VANCOUVER,2020,1,49.339479,-123.11237
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Casualty,January  ,NORTH VANCOUVER,2020,1,49.339494,-123.114523
BARROW ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.304602,-123.032081
HARBOUR AVE & MAIN ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.305823,-123.034207
LYNN AVE & MAIN ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.306469,-123.036923
E 1ST ST & LONSDALE AVE & W 1ST ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.311867,-123.078673
E 7TH ST & QUEENSBURY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.312464,-123.057152
E KEITH RD & QUEENSBURY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.313499,-123.05712
FORBES AVE & MAHON AVE & W ESPLANADE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.31374,-123.085662
LILLOOET RD & OLD LILLOOET RD & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.313944,-123.02443
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.314795,-123.080147
APEX AVE & MT SEYMOUR PKY,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.31562,-122.980213
E KEITH RD & LONSDALE AVE & W KEITH RD,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.316466,-123.073958
HANES AVE & W 1ST ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.318088,-123.098913
E 13TH ST & GRAND BLVD E,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.319802,-123.056393
MAHON AVE & W 13TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.320046,-123.078619
E 14TH ST & LONSDALE AVE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.321018,-123.072348
MARINE DR & PEMBERTON AVE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.323845,-123.107769
ALDERLYNN DR & E 18TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.323894,-123.035247
EDGEMONT BLVD & FELL AVE & W 21ST ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.328456,-123.09261
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.330237,-123.072132
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.330404,-123.088327
LYNN VALLEY RD & WILLIAM AVE,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.330485,-123.050554
E KINGS RD & LONSDALE AVE & W KINGS RD,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.337451,-123.071972
LYNN VALLEY RD & PETERS RD,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.341733,-123.029444
EVELYN ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.348932,-123.037774
MAIN ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2022,2,49.305167,-123.032063
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2022,2,49.313299,-123.040514
DEEP COVE RD & MT SEYMOUR PKY & N DOLLARTON HWY,Property Damage Only,October  ,NORTH VANCOUVER,2022,2,49.315838,-122.953567
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2022,4,49.321159,-123.094648
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2022,4,49.323112,-123.100131
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2022,5,49.332551,-123.117171
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,6,49.31564,-123.037579
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,6,49.331967,-123.072107
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,8,49.33199,-123.088135
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.305555,-123.014087
HARBOUR AVE & MAIN ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.305823,-123.034207
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.307057,-123.040407
E 2ND ST & ST PATRICKS AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.308729,-123.068761
E 3RD ST & ST ANDREWS AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.310787,-123.070952
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.311437,-123.028213
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.311704,-123.021179
E 3RD ST & LONSDALE AVE & W 3RD ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.31343,-123.077042
E KEITH RD & HENDRY AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.313437,-123.051981
LILLOOET RD & OLD LILLOOET RD & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.313944,-123.02443
CHESTERFIELD AVE & W 2ND ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.314018,-123.080955
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.314795,-123.080147
APEX AVE & MT SEYMOUR PKY,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.31562,-122.980213
BEAUFORT RD & MT SEYMOUR PKY,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.315883,-122.958124
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.315935,-122.968956
E KEITH RD & LONSDALE AVE & W KEITH RD,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.316466,-123.073958
MACKAY RD & W 1ST ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.318129,-123.102393
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.319986,-123.0914
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.320023,-123.075547
E 14TH ST & MOODY AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.320901,-123.060015
CHURCHILL CRES & LLOYD AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.322918,-123.104932
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.324341,-123.09107
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.325164,-123.089494
LONSDALE LANE & W 18TH LANE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.325697,-123.07295
GALLANT AVE & PANORAMA DR,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.326766,-122.950633
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.328258,-123.072147
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.330354,-123.081515
E 29TH ST & REGENT AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.335615,-123.060839
CAPILANO RD & PAISLEY RD,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.336445,-123.115626
E OSBORNE RD & ST GEORGES AVE,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.340146,-123.068572
COTTON RD & GLADSTONE AVE & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.308144,-123.043782
ARBORLYNN DR & MOUNTAIN HWY,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.317043,-123.036063
FORBES AVE & W 3RD ST,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.317265,-123.085826
GARDEN AVE & MARINE DR,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.323939,-123.118907
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.330237,-123.072132
E 29TH ST & LONSDALE AVE & W 29TH ST,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.335657,-123.07201
MACKAY AVE & MARINE DR,Property Damage Only,September,NORTH VANCOUVER,2023,3,49.32359,-123.10122
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,4,49.328871,-123.053569
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,4,49.332551,-123.117171
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,11,49.331967,-123.072107
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,13,49.33199,-123.088135
MAIN ST UNDRPASS,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.304879,-123.027442
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,May      ,NORTH VANCOUVER,2019,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,November ,NORTH VANCOUVER,2019,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,July     ,NORTH VANCOUVER,2020,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,June     ,NORTH VANCOUVER,2020,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,April    ,NORTH VANCOUVER,2021,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,May      ,NORTH VANCOUVER,2021,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,October  ,NORTH VANCOUVER,2021,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,September,NORTH VANCOUVER,2021,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,December ,NORTH VANCOUVER,2022,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,November ,NORTH VANCOUVER,2022,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,August   ,NORTH VANCOUVER,2023,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,September,NORTH VANCOUVER,2023,3,49.298727,-123.026431
RIVERSIDE DR W # 000000 TO 000079,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.301509,-123.019689
TRANS-CANADA HWY # 002190 TO 002222,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.309236,-123.027913
LONSDALE AVE # 000100 TO 000150,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.312054,-123.078416
LONSDALE AVE # 000400 TO 000499,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.314652,-123.075815
W 1ST ST # 000400 TO 000439,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.315577,-123.08696
MT SEYMOUR PKY # 004000 TO 004099,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.315896,-122.959711
PEMBERTON AVE # 000150 TO 000299,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.318901,-123.107877
E 15TH ST # 000214 TO 000235,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.32203,-123.068101
MARINE DR # 000860 TO 000898,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.32222,-123.097522
WESTMORELAND CRES # 000724 TO 000799,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.32935,-123.093529
E 29TH ST # 000407 TO 000598,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.335623,-123.061964
MOUNTAIN HWY # 003000 TO 003099,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.336455,-123.038091
LONSDALE AVE # 003000 TO 003099,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.336988,-123.071981
WELLINGTON DR # 001100 TO 001259,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.343492,-123.041786
VIRGINIA CRES # 004120 TO 004158,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.348081,-123.099099
DEERHORN LANE # 005510 TO 005549,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.36436,-123.098673
CLIFFRIDGE AVE # 005392 TO 005433,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.362494,-123.098133
ROCHE POINT DR # 000232 TO 000269,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.304741,-122.960382
E 6TH ST # 000408 TO 000442,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.311763,-123.064846
W 1ST ST # 000140 TO 000199,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.31287,-123.081038
LONSDALE AVE # 000300 TO 000399,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.313823,-123.076658
E 12TH ST # 000300 TO 000379,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.318885,-123.064945
MARINE DR # 000700 TO 000730,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.320417,-123.092359
CLIFFMONT RD # 004300 TO 004399,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.322685,-122.950692
LARKHALL CRES # 001600 TO 001999,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.322756,-122.993508
CARDINAL CRES # 001900 TO 002079,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.32411,-122.937596
TEMPE KNOLL DR # 002654 TO 002899,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.334213,-123.057032
WOODBINE DR # 003000 TO 003003,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.336897,-123.099475
E KINGS RD # 000200 TO 000299,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.337435,-123.067684
WESTOVER RD # 001700 TO 001769,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.339145,-123.02634
HOLYROOD RD # 000200 TO 000299,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.340703,-123.076096
WELLINGTON CRES # 003472 TO 003599,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.341165,-123.102635
MOUNTAIN HWY & OXFORD ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.306171,-123.032033
LYNN AVE & MAIN ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.306469,-123.036923
ALDERCREST DR & RAVEN WOODS DR & FIRE LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.307611,-122.971255
DOLLARTON HWY & SLEIL-WAUTUTH RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.308375,-122.988504
E 1ST ST & ST ANDREWS AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.309242,-123.072586
CARRIE CATES CRT & ROGERS AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.310969,-123.081477
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.311437,-123.028213
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.312423,-123.082584
E KEITH RD & SUTHERLAND AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.31347,-123.054801
E KEITH RD & ST ANDREWS AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.314234,-123.0674
APEX AVE & MT SEYMOUR PKY,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.31562,-122.980213
FORBES AVE & W 3RD ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.317265,-123.085826
LILLOOET RD & PURCELL WAY,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.317565,-123.023979
E 11TH ST & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.317861,-123.069305
E 13TH ST & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.319934,-123.069253
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.319986,-123.0914
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.323112,-123.100131
MACKAY AVE & MARINE DR,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.32359,-123.10122
MARINE DR & TATLOW AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.323938,-123.117544
E 17TH ST & ST ANDREWS AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.324083,-123.066063
E 17TH ST & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.324114,-123.069146
E 18TH ST & LONSDALE AVE & W 18TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.325178,-123.07224
CAPILANO RD & CURLING RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.325219,-123.121453
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.330354,-123.081515
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.330404,-123.088327
MOUNTAIN HWY & ST STEPHENS PL,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.331469,-123.037979
E 27TH ST & MOUNTAIN HWY,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.33335,-123.037883
W 28TH ST & WESTVIEW CRES & WESTVIEW DR,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.335231,-123.088108
E 29TH ST & LONSDALE AVE & W 29TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.335657,-123.07201
LYNN VALLEY RD & ROSS RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.336199,-123.039809
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.337044,-123.038214
CHESTERFIELD AVE & W KINGS RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.337449,-123.075075
HENDECOURT RD & SYKES RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.341011,-123.048499
E BRAEMAR RD & LONSDALE AVE & W BRAEMAR RD,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.343282,-123.071879
FROMME RD & WELLINGTON DR,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.343518,-123.043495
KILMER RD & MOUNTAIN HWY,Property Damage Only,January  ,NORTH VANCOUVER,2019,1,49.346223,-123.037854
E 3RD ST & ST ANDREWS AVE,Property Damage Only,January  ,NORTH VANCOUVER,2019,2,49.310787,-123.070952
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,2,49.311704,-123.021179
MAIN ST & MOUNTAIN HWY,Property Damage Only,January  ,NORTH VANCOUVER,2019,3,49.305167,-123.032063
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2019,4,49.328871,-123.053569
DOLLARTON HWY & ROCHE POINT DR,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.304113,-122.960391
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.305555,-123.014087
HARBOUR AVE & RUPERT ST,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.307983,-123.034099
COTTON RD & GLADSTONE AVE & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.308144,-123.043782
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.308476,-123.073354
E 3RD ST & RIDGEWAY AVE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.308529,-123.063259
CROWN ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.308812,-123.031974
E ESPLANADE & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.309764,-123.076402
E 2ND ST & ST ANDREWS AVE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.310025,-123.07175
E 3RD ST & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.312105,-123.074018
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.313299,-123.040514
ADDERLEY ST & E KEITH RD,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.3134,-123.04894
APEX AVE & MT SEYMOUR PKY,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.31562,-122.980213
FRIAR CRES & LIMA RD & MT SEYMOUR PKY,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.315846,-122.955381
FAIRWAY DR & MT SEYMOUR PKY,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.315876,-122.957335
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.315935,-122.968956
E KEITH RD & LONSDALE AVE & W KEITH RD,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.316466,-123.073958
E 13TH ST & GRAND BLVD E,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.319802,-123.056393
E 13TH ST & LONSDALE AVE & W 13TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.319966,-123.072373
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.319986,-123.0914
CHESTERFIELD AVE & W 16TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.323129,-123.075468
BRIDGMAN AVE & MARINE DR,Property Damage Only,July     ,NORTH VANCOUVER,2019,1,49.323878,-123.110573
